Астраханская обл, г Ахтубинск;Ахтубинск;UTC+4;48.2752034;46.1906462
Астраханская обл, г Знаменск;Знаменск;UTC+4;48.5866291;45.7368019
Астраханская обл, г Камызяк;Камызяк;UTC+4;46.110579;48.07333
Астраханская обл, г Нариманов;Нариманов;UTC+4;46.6916565;47.8502476
Астраханская обл, г Харабали;Харабали;UTC+4;47.408999;47.2525345
Респ Башкортостан, г Агидель;Агидель;UTC+5;55.8999056;53.9220144
Респ Башкортостан, г Баймак;Баймак;UTC+5;52.5912896;58.3110998
Респ Башкортостан, г Белебей;Белебей;UTC+5;54.1034582;54.1113129
Респ Башкортостан, г Белорецк;Белорецк;UTC+5;53.9676488;58.4100419
Респ Башкортостан, г Бирск;Бирск;UTC+5;55.4155753;55.5582214
Респ Башкортостан, г Благовещенск;Благовещенск;UTC+5;55.0499867;55.9553186
Респ Башкортостан, г Давлеканово;Давлеканово;UTC+5;54.2226707;55.0312373
Респ Башкортостан, г Дюртюли;Дюртюли;UTC+5;55.4848318;54.8524765
Респ Башкортостан, г Ишимбай;Ишимбай;UTC+5;53.4545764;56.0438751
Респ Башкортостан, г Кумертау;Кумертау;UTC+5;52.7564939;55.7970197
Респ Башкортостан, г Межгорье;Межгорье;UTC+5;54.2397689;57.9614547
Респ Башкортостан, г Мелеуз;Мелеуз;UTC+5;52.9589532;55.9282838
Респ Башкортостан, г Нефтекамск;Нефтекамск;UTC+5;56.088377;54.2483061
Респ Башкортостан, г Октябрьский;Октябрьский;UTC+5;54.4815311;53.4655972
Респ Башкортостан, г Салават;Салават;UTC+5;53.3616974;55.9245224
Респ Башкортостан, г Сибай;Сибай;UTC+5;52.7204651;58.6663783
Респ Башкортостан, г Стерлитамак;Стерлитамак;UTC+5;53.6300864;55.9317089
Респ Башкортостан, г Туймазы;Туймазы;UTC+5;54.5999224;53.6950623
г Уфа;Уфа;UTC+5;54.734944;55.9578468
Респ Башкортостан, г Учалы;Учалы;UTC+5;54.3067375;59.4125461
Респ Башкортостан, г Янаул;Янаул;UTC+5;56.2650146;54.929907
Белгородская обл, г Алексеевка;Алексеевка;UTC+3;50.6299647;38.6880342
г Белгород;Белгород;UTC+3;50.5976472;36.5856652
Белгородская обл, г Бирюч;Бирюч;UTC+3;50.6484585;38.4005083
Белгородская обл, г Валуйки;Валуйки;UTC+3;50.2111207;38.0998772
Белгородская обл, г Грайворон;Грайворон;UTC+3;50.4862958;35.6663877
Белгородская обл, г Губкин;Губкин;UTC+3;51.2837123;37.5347759
Белгородская обл, г Короча;Короча;UTC+3;50.8129041;37.1896436
Белгородская обл, г Новый Оскол;Новый Оскол;UTC+3;50.7633747;37.8775484
Белгородская обл, г Старый Оскол;Старый Оскол;UTC+3;51.2967101;37.8350182
Белгородская обл, г Строитель;Строитель;UTC+3;50.7845099;36.4887648
Белгородская обл, г Шебекино;Шебекино;UTC+3;50.4004883;36.8877889
г Брянск;Брянск;UTC+3;53.2419535;34.3652146
Брянская обл, г Дятьково;Дятьково;UTC+3;53.5958178;34.3551812
Брянская обл, г Жуковка;Жуковка;UTC+3;53.5340397;33.7302579
Брянская обл, г Злынка;Злынка;UTC+3;52.4267015;31.7360399
Брянская обл, г Карачев;Карачев;UTC+3;53.1296524;34.9888727
Брянская обл, г Клинцы;Клинцы;UTC+3;52.7529119;32.233911
Брянская обл, г Мглин;Мглин;UTC+3;53.0599771;32.8468129
Брянская обл, г Новозыбков;Новозыбков;UTC+3;52.537173;31.9357991
Брянская обл, г Почеп;Почеп;UTC+3;52.9154851;33.4744058
Брянская обл, г Севск;Севск;UTC+3;52.1483358;34.4918415
Брянская обл, г Сельцо;Сельцо;UTC+3;53.3739884;34.1059172
Брянская обл, г Стародуб;Стародуб;UTC+3;52.5852257;32.760403
Брянская обл, г Сураж;Сураж;UTC+3;53.0170888;32.3938878
Брянская обл, г Трубчевск;Трубчевск;UTC+3;52.5791734;33.7660547
Брянская обл, г Унеча;Унеча;UTC+3;52.8461199;32.6757629
Брянская обл, г Фокино;Фокино;UTC+3;53.4554145;34.4159238
Респ Бурятия, Кабанский р-н, г Бабушкин;Бабушкин;UTC+8;51.7112755;105.8673219
Респ Бурятия, г Гусиноозерск;Гусиноозерск;UTC+8;51.2865048;106.5230319
Респ Бурятия, г Закаменск;Закаменск;UTC+8;50.372713;103.286699
Респ Бурятия, г Кяхта;Кяхта;UTC+8;50.346543;106.4533516
Респ Бурятия, г Северобайкальск;Северобайкальск;UTC+8;55.635614;109.3361505
г Улан-Удэ;Улан-Удэ;UTC+8;51.8335853;107.5842223
Владимирская обл, г Александров;Александров;UTC+3;56.391819;38.7111123
г Владимир;Владимир;UTC+3;56.1280804;40.4084376
Владимирская обл, г Вязники;Вязники;UTC+3;56.29773;42.2687398
Владимирская обл, г Гороховец;Гороховец;UTC+3;56.2021036;42.6926111
Владимирская обл, г Гусь-Хрустальный;Гусь-Хрустальный;UTC+3;55.6198751;40.6579929
Владимирская обл, г Камешково;Камешково;UTC+3;56.3490152;40.9955183
Владимирская обл, Александровский р-н, г Карабаново;Карабаново;UTC+3;56.3131822;38.7034257
Владимирская обл, г Киржач;Киржач;UTC+3;56.1486863;38.8635701
Владимирская обл, г Ковров;Ковров;UTC+3;56.3554349;41.3170576
Владимирская обл, г Кольчугино;Кольчугино;UTC+3;56.3327254;39.391336
Владимирская обл, Петушинский р-н, г Костерево;Костерево;UTC+3;55.9337222;39.6247398
Владимирская обл, Гусь-Хрустальный р-н, г Курлово;Курлово;UTC+3;55.452698;40.6124108
Владимирская обл, Собинский р-н, г Лакинск;Лакинск;UTC+3;56.0180587;39.956551
Владимирская обл, г Меленки;Меленки;UTC+3;55.3387515;41.6340046
Владимирская обл, г Муром;Муром;UTC+3;55.5630311;42.0231362
Владимирская обл, г Петушки;Петушки;UTC+3;55.9298134;39.4508075
Владимирская обл, Петушинский р-н, г Покров;Покров;UTC+3;55.9166398;39.1734526
Владимирская обл, г Радужный;Радужный;UTC+3;55.9960277;40.3321855
Владимирская обл, г Собинка;Собинка;UTC+3;55.9939169;40.0179653
Владимирская обл, Александровский р-н, г Струнино;Струнино;UTC+3;56.3749967;38.5839667
Владимирская обл, г Судогда;Судогда;UTC+3;55.9498056;40.8562939
Владимирская обл, г Суздаль;Суздаль;UTC+3;56.4274441;40.4525692
Владимирская обл, г Юрьев-Польский;Юрьев-Польский;UTC+3;56.4937757;39.6680539
г Волгоград;Волгоград;UTC+3;48.7070042;44.5170339
Волгоградская обл, г Волжский;Волжский;UTC+3;48.7978209;44.7462538
Волгоградская обл, г Дубовка;Дубовка;UTC+3;49.0554742;44.8270085
Волгоградская обл, г Жирновск;Жирновск;UTC+3;50.9768814;44.7858202
Волгоградская обл, г Калач-на-Дону;Калач-на-Дону;UTC+3;48.6889024;43.5306303
Волгоградская обл, г Камышин;Камышин;UTC+3;50.0651529;45.3844202
Волгоградская обл, г Котельниково;Котельниково;UTC+3;47.6310259;43.1330872
Волгоградская обл, г Котово;Котово;UTC+3;50.3205766;44.8030699
Волгоградская обл, Среднеахтубинский р-н, г Краснослободск;Краснослободск;UTC+3;48.7068721;44.5630857
Волгоградская обл, г Ленинск;Ленинск;UTC+3;48.6936061;45.1992692
Волгоградская обл, г Михайловка;Михайловка;UTC+3;50.0708719;43.2401512
Волгоградская обл, г Николаевск;Николаевск;UTC+3;50.0165306;45.4731658
Волгоградская обл, г Новоаннинский;Новоаннинский;UTC+3;50.5296067;42.6666439
Волгоградская обл, г Палласовка;Палласовка;UTC+3;50.0500944;46.8804277
Волгоградская обл, Камышинский р-н, г Петров Вал;Петров Вал;UTC+3;50.1380557;45.20914
Волгоградская обл, г Серафимович;Серафимович;UTC+3;49.5663183;42.7360402
Волгоградская обл, г Суровикино;Суровикино;UTC+3;48.618917;42.8541163
Волгоградская обл, г Урюпинск;Урюпинск;UTC+3;50.7903789;42.0288513
Волгоградская обл, г Фролово;Фролово;UTC+3;49.7649148;43.6648641
Вологодская обл, г Бабаево;Бабаево;UTC+3;59.3892583;35.9377058
Вологодская обл, г Белозерск;Белозерск;UTC+3;60.0308381;37.7890586
Вологодская обл, г Великий Устюг;Великий Устюг;UTC+3;60.7603913;46.3054414
г Вологда;Вологда;UTC+3;59.2483905;39.8355662
Вологодская обл, г Вытегра;Вытегра;UTC+3;61.0063465;36.4495137
Вологодская обл, г Грязовец;Грязовец;UTC+3;58.8757553;40.2485362
Вологодская обл, Сокольский р-н, г Кадников;Кадников;UTC+3;59.5037764;40.3441148
Вологодская обл, г Кириллов;Кириллов;UTC+3;59.8591523;38.3748782
Вологодская обл, Великоустюгский р-н, г Красавино;Красавино;UTC+3;60.9612823;46.4814116
Вологодская обл, г Никольск;Никольск;UTC+3;59.5351837;45.4576137
Вологодская обл, г Сокол;Сокол;UTC+3;59.4758605;40.1114187
Вологодская обл, г Тотьма;Тотьма;UTC+3;59.9734998;42.7589506
Вологодская обл, г Устюжна;Устюжна;UTC+3;58.8383117;36.4425478
Вологодская обл, г Харовск;Харовск;UTC+3;59.9479423;40.2000298
Вологодская обл, г Череповец;Череповец;UTC+3;59.1269212;37.9090497
Воронежская обл, г Бобров;Бобров;UTC+3;51.0901649;40.0318256
Воронежская обл, г Богучар;Богучар;UTC+3;49.9352454;40.5590801
Воронежская обл, г Борисоглебск;Борисоглебск;UTC+3;51.3655754;42.1008334
Воронежская обл, г Бутурлиновка;Бутурлиновка;UTC+3;50.8311818;40.5976923
г Воронеж;Воронеж;UTC+3;51.6593332;39.1969229
Воронежская обл, г Калач;Калач;UTC+3;50.4242134;41.0162014
Воронежская обл, г Лиски;Лиски;UTC+3;50.9945626;39.5184909
Воронежская обл, г Нововоронеж;Нововоронеж;UTC+3;51.3091524;39.2162843
Воронежская обл, г Новохоперск;Новохоперск;UTC+3;51.0952211;41.6173404
Воронежская обл, г Острогожск;Острогожск;UTC+3;50.8677905;39.0407746
Воронежская обл, г Павловск;Павловск;UTC+3;50.453455;40.136874
Воронежская обл, г Поворино;Поворино;UTC+3;51.1954419;42.2472726
Воронежская обл, г Россошь;Россошь;UTC+3;50.1701949;39.6226965
Воронежская обл, г Семилуки;Семилуки;UTC+3;51.6951644;39.0190454
Воронежская обл, г Эртиль;Эртиль;UTC+3;51.830932;40.8074182
Респ Дагестан, г Буйнакск;Буйнакск;UTC+3;42.8214424;47.1165263
Респ Дагестан, г Дагестанские Огни;Дагестанские Огни;UTC+3;42.1152296;48.1939354
Респ Дагестан, г Дербент;Дербент;UTC+3;42.058966;48.2907452
Респ Дагестан, г Избербаш;Избербаш;UTC+3;42.5650962;47.8710051
Респ Дагестан, г Каспийск;Каспийск;UTC+3;42.8916007;47.6367066
Респ Дагестан, г Кизилюрт;Кизилюрт;UTC+3;43.203825;46.8729636
Респ Дагестан, г Кизляр;Кизляр;UTC+3;43.8484083;46.7233699
г Махачкала;Махачкала;UTC+3;42.9849159;47.5047181
Респ Дагестан, г Хасавюрт;Хасавюрт;UTC+3;43.2504665;46.5851292
Респ Дагестан, г Южно-Сухокумск;Южно-Сухокумск;UTC+3;44.6602467;45.6499523
г Биробиджан;Биробиджан;UTC+10;48.7946446;132.9217207
Еврейская Аобл, г Облучье;Облучье;UTC+10;49.0189345;131.0540102
Забайкальский край, г Балей;Балей;UTC+9;51.5823759;116.6379549
Забайкальский край, г Борзя;Борзя;UTC+9;50.3876058;116.5234779
Забайкальский край, г Краснокаменск;Краснокаменск;UTC+9;50.0929703;118.0323936
Забайкальский край, г Могоча;Могоча;UTC+9;53.7361398;119.7660867
Забайкальский край, г Нерчинск;Нерчинск;UTC+9;51.9594977;116.5852383
Забайкальский край, г Петровск-Забайкальский;Петровск-Забайкальский;UTC+9;51.2748592;108.846681
Забайкальский край, г Сретенск;Сретенск;UTC+9;52.2461454;117.7117842
Забайкальский край, г Хилок;Хилок;UTC+9;51.3634856;110.4590898
г Чита;Чита;UTC+9;52.0340142;113.4994
Забайкальский край, г Шилка;Шилка;UTC+9;51.8497035;116.0334461
Ивановская обл, г Вичуга;Вичуга;UTC+3;57.2044698;41.9132201
Ивановская обл, г Гаврилов Посад;Гаврилов Посад;UTC+3;56.5586946;40.1228906
Ивановская обл, г Заволжск;Заволжск;UTC+3;57.4918141;42.1375625
г Иваново;Иваново;UTC+3;56.9993792;40.9728272
Ивановская обл, г Кинешма;Кинешма;UTC+3;57.4425463;42.168914
Ивановская обл, г Комсомольск;Комсомольск;UTC+3;57.0273052;40.3776851
Ивановская обл, г Кохма;Кохма;UTC+3;56.9324606;41.0931657
Ивановская обл, Кинешемский р-н, г Наволоки;Наволоки;UTC+3;57.4679066;41.9608002
Ивановская обл, Приволжский р-н, г Плес;Плес;UTC+3;57.4606031;41.5122672
Ивановская обл, г Приволжск;Приволжск;UTC+3;57.3805743;41.2808565
Ивановская обл, г Пучеж;Пучеж;UTC+3;56.9820688;43.1683321
Ивановская обл, г Родники;Родники;UTC+3;57.1025975;41.7298834
Ивановская обл, г Тейково;Тейково;UTC+3;56.8542719;40.5353874
Ивановская обл, г Фурманов;Фурманов;UTC+3;57.2539276;41.1054432
Ивановская обл, г Шуя;Шуя;UTC+3;56.8560234;41.3800939
Ивановская обл, г Южа;Южа;UTC+3;56.5926877;42.0458099
Ивановская обл, г Юрьевец;Юрьевец;UTC+3;57.3177781;43.1110401
Респ Ингушетия, г Карабулак;Карабулак;UTC+3;43.3055248;44.9094582
г Магас;Магас;UTC+3;43.1688611;44.8131207
Респ Ингушетия, г Малгобек;Малгобек;UTC+3;43.5096646;44.5901963
Респ Ингушетия, г Назрань;Назрань;UTC+3;43.2257841;44.7645779
Респ Ингушетия, г Сунжа;Сунжа;UTC+3;43.3204196;45.0476331
Иркутская обл, Нижнеудинский р-н, г Алзамай;Алзамай;UTC+8;55.5551233;98.6643699
Иркутская обл, г Ангарск;Ангарск;UTC+8;52.544879;103.888543
Иркутская обл, Слюдянский р-н, г Байкальск;Байкальск;UTC+8;51.5230393;104.1487532
Иркутская обл, Тайшетский р-н, г Бирюсинск;Бирюсинск;UTC+8;55.9609167;97.8205348
Иркутская обл, г Бодайбо;Бодайбо;UTC+8;57.8468636;114.1866287
Иркутская обл, г Братск;Братск;UTC+8;56.1513108;101.6340035
Иркутская обл, Братский р-н, г Вихоревка;Вихоревка;UTC+8;56.1208145;101.1702926
Иркутская обл, г Железногорск-Илимский;Железногорск-Илимский;UTC+8;56.5847888;104.114275
Иркутская обл, г Зима;Зима;UTC+8;53.920693;102.0491772
г Иркутск;Иркутск;UTC+8;52.2864036;104.2807466
Иркутская обл, г Киренск;Киренск;UTC+8;57.7756595;108.1109412
Иркутская обл, г Нижнеудинск;Нижнеудинск;UTC+8;54.8968931;99.0314056
Иркутская обл, г Саянск;Саянск;UTC+8;54.1107238;102.18015
Иркутская обл, г Свирск;Свирск;UTC+8;53.0842668;103.3364093
Иркутская обл, г Слюдянка;Слюдянка;UTC+8;51.6563983;103.7187545
Иркутская обл, г Тайшет;Тайшет;UTC+8;55.9405334;98.0030145
Иркутская обл, г Тулун;Тулун;UTC+8;54.557162;100.5780603
Иркутская обл, г Усолье-Сибирское;Усолье-Сибирское;UTC+8;52.7565808;103.6388109
Иркутская обл, г Усть-Илимск;Усть-Илимск;UTC+8;57.9430504;102.7415734
Иркутская обл, г Усть-Кут;Усть-Кут;UTC+8;56.7928178;105.7757343
Иркутская обл, г Черемхово;Черемхово;UTC+8;53.1369095;103.0901268
Иркутская обл, г Шелехов;Шелехов;UTC+8;52.2102538;104.0973294
Респ Кабардино-Балкарская, г Баксан;Баксан;UTC+3;43.6819137;43.5345036
Респ Кабардино-Балкарская, г Майский;Майский;UTC+3;43.6281516;44.0517314
г Нальчик;Нальчик;UTC+3;43.4845464;43.60713
Респ Кабардино-Балкарская, г Нарткала;Нарткала;UTC+3;43.5578075;43.8575925
Респ Кабардино-Балкарская, г Прохладный;Прохладный;UTC+3;43.7589602;44.0102409
Респ Кабардино-Балкарская, г Терек;Терек;UTC+3;43.4839358;44.1402161
Респ Кабардино-Балкарская, г Тырныауз;Тырныауз;UTC+3;43.3981585;42.9213582
Респ Кабардино-Балкарская, г Чегем;Чегем;UTC+3;43.5671525;43.5865792
Калининградская обл, г Багратионовск;Багратионовск;UTC+2;54.3866518;20.6418091
Калининградская обл, г Балтийск;Балтийск;UTC+2;54.6513372;19.9140572
Калининградская обл, г Гвардейск;Гвардейск;UTC+2;54.6588378;21.0501388
Калининградская обл, г Гурьевск;Гурьевск;UTC+2;54.770638;20.6039767
Калининградская обл, г Гусев;Гусев;UTC+2;54.5915455;22.1942445
Калининградская обл, г Зеленоградск;Зеленоградск;UTC+2;54.9600185;20.4753652
г Калининград;Калининград;UTC+2;54.7074702;20.5073241
Калининградская обл, г Краснознаменск;Краснознаменск;UTC+2;54.9453423;22.4928745
Калининградская обл, г Ладушкин;Ладушкин;UTC+2;54.5692156;20.1690153
Калининградская обл, г Мамоново;Мамоново;UTC+2;54.4646036;19.9453482
Калининградская обл, г Неман;Неман;UTC+2;55.0316524;22.0324064
Калининградская обл, г Нестеров;Нестеров;UTC+2;54.6313814;22.5713736
Калининградская обл, г Озерск;Озерск;UTC+2;54.4084705;22.0134438
Калининградская обл, г Пионерский;Пионерский;UTC+2;54.9516574;20.2277424
Калининградская обл, г Полесск;Полесск;UTC+2;54.8625126;21.0998067
Калининградская обл, г Правдинск;Правдинск;UTC+2;54.4430986;21.0085269
Калининградская обл, Балтийский р-н, г Приморск;Приморск;UTC+2;54.7311437;19.9981926
Калининградская обл, г Светлогорск;Светлогорск;UTC+2;54.9439286;20.1514295
Калининградская обл, г Светлый;Светлый;UTC+2;54.6772897;20.1357595
Калининградская обл, г Славск;Славск;UTC+2;55.0449714;21.6742367
Калининградская обл, г Советск;Советск;UTC+2;55.0809336;21.8886106
Калининградская обл, г Черняховск;Черняховск;UTC+2;54.6244751;21.7969062
Респ Калмыкия, г Городовиковск;Городовиковск;UTC+3;46.0875083;41.935537
Респ Калмыкия, г Лагань;Лагань;UTC+3;45.3930912;47.3432602
г Элиста;Элиста;UTC+3;46.3083344;44.2702088
Калужская обл, Боровский р-н, г Балабаново;Балабаново;UTC+3;55.1773714;36.6566951
Калужская обл, Жуковский р-н, г Белоусово;Белоусово;UTC+3;55.0956803;36.677629
Калужская обл, г Боровск;Боровск;UTC+3;55.2130096;36.4926251
Калужская обл, Боровский р-н, г Ермолино;Ермолино;UTC+3;55.1971758;36.5952722
Калужская обл, г Жиздра;Жиздра;UTC+3;53.7521926;34.7386592
Калужская обл, г Жуков;Жуков;UTC+3;55.0301833;36.7394903
г Калуга;Калуга;UTC+3;54.5059848;36.2516245
Калужская обл, г Киров;Киров;UTC+3;54.0790111;34.3076201
Калужская обл, г Козельск;Козельск;UTC+3;54.0347201;35.780768
Калужская обл, г Кондрово;Кондрово;UTC+3;54.7959473;35.9274842
Калужская обл, Жуковский р-н, г Кременки;Кременки;UTC+3;54.8862447;37.1168701
Калужская обл, г Людиново;Людиново;UTC+3;53.8700828;34.4385915
Калужская обл, г Малоярославец;Малоярославец;UTC+3;55.0177123;36.4633603
Калужская обл, г Медынь;Медынь;UTC+3;54.9689785;35.8872168
Калужская обл, г Мещовск;Мещовск;UTC+3;54.3191471;35.2816918
Калужская обл, г Мосальск;Мосальск;UTC+3;54.4824939;34.9872239
Калужская обл, г Обнинск;Обнинск;UTC+3;55.0943144;36.6121639
Калужская обл, Козельский р-н, г Сосенский;Сосенский;UTC+3;54.0566016;35.9621646
Калужская обл, г Спас-Деменск;Спас-Деменск;UTC+3;54.409922;34.0189631
Калужская обл, г Сухиничи;Сухиничи;UTC+3;54.097296;35.3443568
Калужская обл, Тарусский р-н, г Таруса;Таруса;UTC+3;54.7236477;37.1671
Калужская обл, г Юхнов;Юхнов;UTC+3;54.7446445;35.2424346
Камчатский край, г Вилючинск;Вилючинск;UTC+12;52.9302415;158.4057632
Камчатский край, г Елизово;Елизово;UTC+12;53.1830375;158.3883548
г Петропавловск-Камчатский;Петропавловск-Камчатский;UTC+12;53.036908;158.6559254
Респ Карачаево-Черкесская, г Карачаевск;Карачаевск;UTC+3;43.7732525;41.9143472
Респ Карачаево-Черкесская, г Теберда;Теберда;UTC+3;43.4437731;41.7415142
Респ Карачаево-Черкесская, г Усть-Джегута;Усть-Джегута;UTC+3;44.0838442;41.9711046
г Черкесск;Черкесск;UTC+3;44.2269425;42.0466704
Респ Карелия, г Беломорск;Беломорск;UTC+3;64.5378417;34.7799462
Респ Карелия, Кемский р-н, г Кемь;Кемь;UTC+3;64.9543539;34.5949263
Респ Карелия, г Кондопога;Кондопога;UTC+3;62.2059817;34.2682122
Респ Карелия, г Костомукша;Костомукша;UTC+3;64.5889398;30.6016832
Респ Карелия, г Лахденпохья;Лахденпохья;UTC+3;61.518881;30.1996116
Респ Карелия, г Медвежьегорск;Медвежьегорск;UTC+3;62.9127626;34.4568489
Респ Карелия, г Олонец;Олонец;UTC+3;60.9794025;32.9725519
г Петрозаводск;Петрозаводск;UTC+3;61.7891264;34.3596434
Респ Карелия, г Питкяранта;Питкяранта;UTC+3;61.5757191;31.4640557
Респ Карелия, г Пудож;Пудож;UTC+3;61.8058821;36.5329941
Респ Карелия, г Сегежа;Сегежа;UTC+3;63.7437572;34.3126982
Респ Карелия, г Сортавала;Сортавала;UTC+3;61.703367;30.6916998
Респ Карелия, г Суоярви;Суоярви;UTC+3;62.0787293;32.3499386
Кемеровская область - Кузбасс, г Анжеро-Судженск;Анжеро-Судженск;UTC+7;56.0786281;86.0201278
Кемеровская область - Кузбасс, г Белово;Белово;UTC+7;54.4220968;86.3037373
Кемеровская область - Кузбасс, г Березовский;Березовский;UTC+7;55.6693513;86.2744459
Кемеровская область - Кузбасс, г Гурьевск;Гурьевск;UTC+7;54.2859263;85.9475985
Кемеровская область - Кузбасс, г Калтан;Калтан;UTC+7;53.5210919;87.2771636
г Кемерово;Кемерово;UTC+7;55.3910651;86.0467781
Кемеровская область - Кузбасс, г Киселевск;Киселевск;UTC+7;54.0059999;86.6366116
Кемеровская область - Кузбасс, г Ленинск-Кузнецкий;Ленинск-Кузнецкий;UTC+7;54.6674492;86.1797324
Кемеровская область - Кузбасс, г Мариинск;Мариинск;UTC+7;56.2127383;87.7454924
Кемеровская область - Кузбасс, г Междуреченск;Междуреченск;UTC+7;53.6865289;88.0702754
Кемеровская область - Кузбасс, г Мыски;Мыски;UTC+7;53.7125695;87.8055646
Кемеровская область - Кузбасс, г Новокузнецк;Новокузнецк;UTC+7;53.794315;87.2142745
Кемеровская область - Кузбасс, г Осинники;Осинники;UTC+7;53.5988055;87.3371272
Кемеровская область - Кузбасс, г Полысаево;Полысаево;UTC+7;54.6055;86.2809208
Кемеровская область - Кузбасс, г Прокопьевск;Прокопьевск;UTC+7;53.8604265;86.7183577
Кемеровская область - Кузбасс, Гурьевский р-н, г Салаир;Салаир;UTC+7;54.2351735;85.8030733
Кемеровская область - Кузбасс, г Тайга;Тайга;UTC+7;56.0622131;85.6207182
Кемеровская область - Кузбасс, г Таштагол;Таштагол;UTC+7;52.759313;87.8476546
Кемеровская область - Кузбасс, г Топки;Топки;UTC+7;55.2764707;85.6152619
Кемеровская область - Кузбасс, г Юрга;Юрга;UTC+7;55.7202694;84.8886399
Кировская обл, г Белая Холуница;Белая Холуница;UTC+3;58.8415239;50.8460699
Кировская обл, г Вятские Поляны;Вятские Поляны;UTC+3;56.2284817;51.0614855
Кировская обл, г Зуевка;Зуевка;UTC+3;58.4032152;51.1331606
г Киров;Киров;UTC+3;58.6035264;49.6679304
Кировская обл, г Кирово-Чепецк;Кирово-Чепецк;UTC+3;58.5559424;50.0316848
Кировская обл, г Кирс;Кирс;UTC+3;59.340056;52.2414437
Кировская обл, г Котельнич;Котельнич;UTC+3;58.3034832;48.3475597
Кировская обл, г Луза;Луза;UTC+3;60.6290609;47.2612445
Кировская обл, г Малмыж;Малмыж;UTC+3;56.5243844;50.6782739
Кировская обл, г Мураши;Мураши;UTC+3;59.3955383;48.9638417
Кировская обл, г Нолинск;Нолинск;UTC+3;57.5597284;49.93575
Кировская обл, г Омутнинск;Омутнинск;UTC+3;58.6698913;52.1894564
Кировская обл, г Орлов;Орлов;UTC+3;58.5389776;48.8927723
Кировская обл, г Слободской;Слободской;UTC+3;58.7311574;50.1669249
Кировская обл, г Советск;Советск;UTC+3;57.584196;48.9590272
Кировская обл, Вятскополянский р-н, г Сосновка;Сосновка;UTC+3;56.2532741;51.2833642
Кировская обл, г Уржум;Уржум;UTC+3;57.1097477;50.0058097
Кировская обл, г Яранск;Яранск;UTC+3;57.3040326;47.8478737
Респ Коми, г Воркута;Воркута;UTC+3;67.4974082;64.061034
Респ Коми, г Вуктыл;Вуктыл;UTC+3;63.8615274;57.3165402
Респ Коми, г Емва;Емва;UTC+3;62.5965137;50.8732125
Респ Коми, г Инта;Инта;UTC+3;66.0367316;60.1152961
